"date","ni","day"
2020-01-01,37,"Wed"
2020-01-02,1523,"Thu"
2020-01-03,1657,"Fri"
2020-01-04,0,NA
2020-01-05,1,"Sun"
2020-01-06,2223,"Mon"
2020-01-07,1893,"Tue"
2020-01-08,1731,"Wed"
2020-01-09,2264,"Thu"
2020-01-10,1824,"Fri"
2020-01-11,0,NA
2020-01-12,0,NA
2020-01-13,2812,"Mon"
2020-01-14,2309,"Tue"
2020-01-15,2149,"Wed"
2020-01-16,1631,"Thu"
2020-01-17,2615,"Fri"
2020-01-18,0,NA
2020-01-19,1,"Sun"
2020-01-20,3150,"Mon"
2020-01-21,2266,"Tue"
2020-01-22,1762,"Wed"
2020-01-23,2247,"Thu"
2020-01-24,1885,"Fri"
2020-01-25,0,NA
2020-01-26,0,NA
2020-01-27,2679,"Mon"
2020-01-28,2431,"Tue"
2020-01-29,1606,"Wed"
2020-01-30,1593,"Thu"
2020-01-31,1655,"Fri"
2020-02-01,6,"Sat"
2020-02-02,0,NA
2020-02-03,3324,"Mon"
2020-02-04,2808,"Tue"
2020-02-05,2723,"Wed"
2020-02-06,2726,"Thu"
2020-02-07,2471,"Fri"
2020-02-08,0,NA
2020-02-09,0,NA
2020-02-10,3425,"Mon"
2020-02-11,2889,"Tue"
2020-02-12,2617,"Wed"
2020-02-13,2737,"Thu"
2020-02-14,2651,"Fri"
2020-02-15,542,"Sat"
2020-02-16,0,NA
2020-02-17,2475,"Mon"
2020-02-18,2446,"Tue"
2020-02-19,2434,"Wed"
2020-02-20,2451,"Thu"
2020-02-21,2180,"Fri"
2020-02-22,0,NA
2020-02-23,0,NA
2020-02-24,2875,"Mon"
2020-02-25,3044,"Tue"
2020-02-26,3158,"Wed"
2020-02-27,2115,"Thu"
2020-02-28,2329,"Fri"
2020-02-29,0,NA
2020-03-01,18,"Sun"
2020-03-02,2990,"Mon"
2020-03-03,2466,"Tue"
2020-03-04,2923,"Wed"
2020-03-05,2210,"Thu"
2020-03-06,2153,"Fri"
2020-03-07,0,NA
2020-03-08,1,"Sun"
2020-03-09,3725,"Mon"
2020-03-10,2930,"Tue"
2020-03-11,3135,"Wed"
2020-03-12,2989,"Thu"
2020-03-13,1839,"Fri"
2020-03-14,1,"Sat"
2020-03-15,2,"Sun"
2020-03-16,2445,"Mon"
2020-03-17,2402,"Tue"
2020-03-18,2994,"Wed"
2020-03-19,2015,"Thu"
2020-03-20,1895,"Fri"
2020-03-21,0,NA
2020-03-22,0,NA
2020-03-23,1904,"Mon"
2020-03-24,1839,"Tue"
2020-03-25,2012,"Wed"
2020-03-26,1441,"Thu"
2020-03-27,1115,"Fri"
2020-03-28,0,NA
2020-03-29,0,NA
2020-03-30,2223,"Mon"
2020-03-31,1947,"Tue"
2020-04-01,1945,"Wed"
2020-04-02,1766,"Thu"
2020-04-03,1526,"Fri"
2020-04-04,0,NA
2020-04-05,0,NA
2020-04-06,2224,"Mon"
2020-04-07,1883,"Tue"
2020-04-08,1362,"Wed"
2020-04-09,1574,"Thu"
2020-04-10,0,NA
2020-04-11,0,NA
2020-04-12,0,NA
2020-04-13,0,NA
2020-04-14,1963,"Tue"
2020-04-15,2223,"Wed"
2020-04-16,2686,"Thu"
2020-04-17,2054,"Fri"
2020-04-18,1,"Sat"
2020-04-19,0,NA
2020-04-20,2387,"Mon"
2020-04-21,2031,"Tue"
2020-04-22,1943,"Wed"
2020-04-23,1455,"Thu"
2020-04-24,1561,"Fri"
2020-04-25,0,NA
2020-04-26,0,NA
2020-04-27,2525,"Mon"
2020-04-28,2179,"Tue"
2020-04-29,2319,"Wed"
2020-04-30,1863,"Thu"
2020-05-01,1927,"Fri"
2020-05-02,0,NA
2020-05-03,0,NA
2020-05-04,2470,"Mon"
2020-05-05,2309,"Tue"
2020-05-06,2522,"Wed"
2020-05-07,2337,"Thu"
2020-05-08,3,"Fri"
2020-05-09,0,NA
2020-05-10,0,NA
2020-05-11,3460,"Mon"
2020-05-12,2613,"Tue"
2020-05-13,2639,"Wed"
2020-05-14,2533,"Thu"
2020-05-15,2755,"Fri"
2020-05-16,0,NA
2020-05-17,0,NA
2020-05-18,2952,"Mon"
2020-05-19,3054,"Tue"
2020-05-20,3029,"Wed"
2020-05-21,2295,"Thu"
2020-05-22,2342,"Fri"
2020-05-23,0,NA
2020-05-24,0,NA
2020-05-25,0,NA
2020-05-26,4255,"Tue"
2020-05-27,3983,"Wed"
2020-05-28,2961,"Thu"
2020-05-29,2811,"Fri"
2020-05-30,2558,"Sat"
2020-05-31,1,"Sun"
2020-06-01,2127,"Mon"
2020-06-02,2876,"Tue"
2020-06-03,3381,"Wed"
2020-06-04,2677,"Thu"
2020-06-05,3133,"Fri"
2020-06-06,0,NA
2020-06-07,0,NA
2020-06-08,4589,"Mon"
2020-06-09,4060,"Tue"
2020-06-10,2610,"Wed"
2020-06-11,3634,"Thu"
2020-06-12,3155,"Fri"
2020-06-13,2374,"Sat"
2020-06-14,0,NA
2020-06-15,3216,"Mon"
2020-06-16,2705,"Tue"
2020-06-17,2791,"Wed"
2020-06-18,2766,"Thu"
2020-06-19,3345,"Fri"
2020-06-20,2783,"Sat"
2020-06-21,0,NA
2020-06-22,3426,"Mon"
2020-06-23,2738,"Tue"
2020-06-24,2785,"Wed"
2020-06-25,2588,"Thu"
2020-06-26,2230,"Fri"
2020-06-27,0,NA
2020-06-28,0,NA
2020-06-29,4119,"Mon"
2020-06-30,3998,"Tue"
2020-07-01,3618,"Wed"
2020-07-02,3276,"Thu"
2020-07-03,2639,"Fri"
2020-07-04,1467,"Sat"
2020-07-05,1621,"Sun"
2020-07-06,3499,"Mon"
2020-07-07,2816,"Tue"
2020-07-08,3034,"Wed"
2020-07-09,2801,"Thu"
2020-07-10,3060,"Fri"
2020-07-11,1,"Sat"
2020-07-12,0,NA
2020-07-13,3846,"Mon"
2020-07-14,3690,"Tue"
2020-07-15,3567,"Wed"
2020-07-16,2726,"Thu"
2020-07-17,2656,"Fri"
2020-07-18,0,NA
2020-07-19,2294,"Sun"
2020-07-20,2885,"Mon"
2020-07-21,2956,"Tue"
2020-07-22,2725,"Wed"
2020-07-23,3147,"Thu"
2020-07-24,2826,"Fri"
2020-07-25,1,"Sat"
2020-07-26,0,NA
2020-07-27,4152,"Mon"
2020-07-28,3605,"Tue"
2020-07-29,3687,"Wed"
2020-07-30,3155,"Thu"
2020-07-31,2440,"Fri"
2020-08-01,487,"Sat"
2020-08-02,1991,"Sun"
2020-08-03,2383,"Mon"
2020-08-04,2976,"Tue"
2020-08-05,3289,"Wed"
2020-08-06,2766,"Thu"
2020-08-07,2495,"Fri"
2020-08-08,0,NA
2020-08-09,1,"Sun"
2020-08-10,3324,"Mon"
2020-08-11,3093,"Tue"
2020-08-12,2765,"Wed"
2020-08-13,2844,"Thu"
2020-08-14,2729,"Fri"
2020-08-15,3,"Sat"
2020-08-16,1609,"Sun"
2020-08-17,3176,"Mon"
2020-08-18,3179,"Tue"
2020-08-19,3074,"Wed"
2020-08-20,2792,"Thu"
2020-08-21,2897,"Fri"
2020-08-22,0,NA
2020-08-23,0,NA
2020-08-24,3698,"Mon"
2020-08-25,3142,"Tue"
2020-08-26,2866,"Wed"
2020-08-27,2824,"Thu"
2020-08-28,2614,"Fri"
2020-08-29,31,"Sat"
2020-08-30,0,NA
2020-08-31,3380,"Mon"
2020-09-01,2764,"Tue"
2020-09-02,2776,"Wed"
2020-09-03,3100,"Thu"
2020-09-04,2984,"Fri"
2020-09-05,0,NA
2020-09-06,1,"Sun"
2020-09-07,3777,"Mon"
2020-09-08,3244,"Tue"
2020-09-09,3247,"Wed"
2020-09-10,2747,"Thu"
2020-09-11,2165,"Fri"
2020-09-12,305,"Sat"
2020-09-13,2860,"Sun"
2020-09-14,1993,"Mon"
2020-09-15,2655,"Tue"
2020-09-16,3006,"Wed"
2020-09-17,2878,"Thu"
2020-09-18,3475,"Fri"
2020-09-19,0,NA
2020-09-20,1,"Sun"
2020-09-21,4342,"Mon"
2020-09-22,3035,"Tue"
2020-09-23,3198,"Wed"
2020-09-24,3146,"Thu"
2020-09-25,3538,"Fri"
2020-09-26,0,NA
2020-09-27,0,NA
2020-09-28,4158,"Mon"
2020-09-29,2816,"Tue"
2020-09-30,3219,"Wed"
2020-10-01,3740,"Thu"
2020-10-02,3898,"Fri"
2020-10-03,1253,"Sat"
2020-10-04,1748,"Sun"
2020-10-05,3413,"Mon"
2020-10-06,3156,"Tue"
2020-10-07,3088,"Wed"
2020-10-08,2859,"Thu"
2020-10-09,2797,"Fri"
2020-10-10,0,NA
2020-10-11,0,NA
2020-10-12,3513,"Mon"
2020-10-13,3516,"Tue"
2020-10-14,3591,"Wed"
2020-10-15,3422,"Thu"
2020-10-16,2687,"Fri"
2020-10-17,0,NA
2020-10-18,0,NA
2020-10-19,3407,"Mon"
2020-10-20,2587,"Tue"
2020-10-21,2975,"Wed"
2020-10-22,3113,"Thu"
2020-10-23,3142,"Fri"
2020-10-24,1,"Sat"
2020-10-25,0,NA
2020-10-26,3432,"Mon"
2020-10-27,3612,"Tue"
2020-10-28,2965,"Wed"
2020-10-29,2977,"Thu"
2020-10-30,2763,"Fri"
2020-10-31,1,"Sat"
2020-11-01,21,"Sun"
2020-11-02,4262,"Mon"
2020-11-03,3060,"Tue"
2020-11-04,3494,"Wed"
2020-11-05,2980,"Thu"
2020-11-06,2452,"Fri"
2020-11-07,1,"Sat"
2020-11-08,0,NA
2020-11-09,3409,"Mon"
2020-11-10,2916,"Tue"
2020-11-11,3481,"Wed"
2020-11-12,2819,"Thu"
2020-11-13,3318,"Fri"
2020-11-14,0,NA
2020-11-15,3774,"Sun"
2020-11-16,2709,"Mon"
2020-11-17,2691,"Tue"
2020-11-18,2982,"Wed"
2020-11-19,3093,"Thu"
2020-11-20,3050,"Fri"
2020-11-21,0,NA
2020-11-22,0,NA
2020-11-23,3169,"Mon"
2020-11-24,3037,"Tue"
2020-11-25,2563,"Wed"
2020-11-26,2578,"Thu"
2020-11-27,2938,"Fri"
2020-11-28,6,"Sat"
2020-11-29,0,NA
2020-11-30,3266,"Mon"
2020-12-01,3245,"Tue"
2020-12-02,3197,"Wed"
2020-12-03,2617,"Thu"
2020-12-04,2616,"Fri"
2020-12-05,0,NA
2020-12-06,2972,"Sun"
2020-12-07,2699,"Mon"
2020-12-08,2422,"Tue"
2020-12-09,3135,"Wed"
2020-12-10,2090,"Thu"
2020-12-11,2523,"Fri"
2020-12-12,0,NA
2020-12-13,0,NA
2020-12-14,2935,"Mon"
2020-12-15,2421,"Tue"
2020-12-16,2690,"Wed"
2020-12-17,2778,"Thu"
2020-12-18,2531,"Fri"
2020-12-19,273,"Sat"
2020-12-20,0,NA
2020-12-21,2965,"Mon"
2020-12-22,2312,"Tue"
2020-12-23,2324,"Wed"
2020-12-24,1569,"Thu"
2020-12-25,0,NA
2020-12-26,0,NA
2020-12-27,0,NA
2020-12-28,0,NA
2020-12-29,2586,"Tue"
2020-12-30,3211,"Wed"
2020-12-31,2377,"Thu"
2021-01-01,57,"Fri"
2021-01-02,111,"Sat"
2021-01-03,0,NA
2021-01-04,3766,"Mon"
2021-01-05,3367,"Tue"
2021-01-06,3668,"Wed"
2021-01-07,2388,"Thu"
2021-01-08,2877,"Fri"
2021-01-09,0,NA
2021-01-10,0,NA
2021-01-11,3658,"Mon"
2021-01-12,3039,"Tue"
2021-01-13,3177,"Wed"
2021-01-14,2837,"Thu"
2021-01-15,2694,"Fri"
2021-01-16,0,NA
2021-01-17,1,"Sun"
2021-01-18,4410,"Mon"
2021-01-19,3080,"Tue"
2021-01-20,3433,"Wed"
2021-01-21,2818,"Thu"
2021-01-22,2264,"Fri"
2021-01-23,0,NA
2021-01-24,53,"Sun"
2021-01-25,4393,"Mon"
2021-01-26,3041,"Tue"
2021-01-27,3324,"Wed"
2021-01-28,2691,"Thu"
2021-01-29,2703,"Fri"
2021-01-30,104,"Sat"
2021-01-31,0,NA
2021-02-01,3692,"Mon"
2021-02-02,3264,"Tue"
2021-02-03,3406,"Wed"
2021-02-04,2944,"Thu"
2021-02-05,2757,"Fri"
2021-02-06,98,"Sat"
2021-02-07,0,NA
2021-02-08,4008,"Mon"
2021-02-09,3750,"Tue"
2021-02-10,3659,"Wed"
2021-02-11,3373,"Thu"
2021-02-12,2149,"Fri"
2021-02-13,0,NA
2021-02-14,0,NA
2021-02-15,2947,"Mon"
2021-02-16,3591,"Tue"
2021-02-17,3289,"Wed"
2021-02-18,3194,"Thu"
2021-02-19,3010,"Fri"
2021-02-20,0,NA
2021-02-21,0,NA
2021-02-22,3240,"Mon"
2021-02-23,3047,"Tue"
2021-02-24,3974,"Wed"
2021-02-25,3999,"Thu"
2021-02-26,2978,"Fri"
2021-02-27,2937,"Sat"
2021-02-28,0,NA
2021-03-01,3482,"Mon"
2021-03-02,3537,"Tue"
2021-03-03,3265,"Wed"
2021-03-04,2885,"Thu"
2021-03-05,3265,"Fri"
2021-03-06,0,NA
2021-03-07,0,NA
2021-03-08,3792,"Mon"
2021-03-09,2897,"Tue"
2021-03-10,2894,"Wed"
2021-03-11,3488,"Thu"
2021-03-12,3650,"Fri"
2021-03-13,54,"Sat"
2021-03-14,0,NA
2021-03-15,4295,"Mon"
2021-03-16,3404,"Tue"
2021-03-17,2546,"Wed"
2021-03-18,2705,"Thu"
2021-03-19,3160,"Fri"
2021-03-20,1,"Sat"
2021-03-21,1883,"Sun"
2021-03-22,3509,"Mon"
2021-03-23,2752,"Tue"
2021-03-24,3249,"Wed"
2021-03-25,2596,"Thu"
2021-03-26,3285,"Fri"
2021-03-27,0,NA
2021-03-28,2053,"Sun"
2021-03-29,4142,"Mon"
2021-03-30,2978,"Tue"
2021-03-31,3124,"Wed"
2021-04-01,3145,"Thu"
2021-04-02,0,NA
2021-04-03,3255,"Sat"
2021-04-04,0,NA
2021-04-05,1,"Mon"
2021-04-06,3544,"Tue"
2021-04-07,3630,"Wed"
2021-04-08,4107,"Thu"
2021-04-09,3525,"Fri"
2021-04-10,0,NA
2021-04-11,0,NA
2021-04-12,3223,"Mon"
2021-04-13,2637,"Tue"
2021-04-14,3618,"Wed"
2021-04-15,3450,"Thu"
2021-04-16,3091,"Fri"
2021-04-17,0,NA
2021-04-18,0,NA
2021-04-19,4016,"Mon"
2021-04-20,2471,"Tue"
2021-04-21,2793,"Wed"
2021-04-22,2535,"Thu"
2021-04-23,2733,"Fri"
2021-04-24,0,NA
2021-04-25,0,NA
2021-04-26,3662,"Mon"
2021-04-27,3468,"Tue"
2021-04-28,3208,"Wed"
2021-04-29,2979,"Thu"
2021-04-30,2480,"Fri"
2021-05-01,9,"Sat"
2021-05-02,0,NA
2021-05-03,2314,"Mon"
2021-05-04,3836,"Tue"
2021-05-05,2887,"Wed"
2021-05-06,2491,"Thu"
2021-05-07,2482,"Fri"
2021-05-08,0,NA
2021-05-09,0,NA
2021-05-10,3062,"Mon"
2021-05-11,3898,"Tue"
2021-05-12,3017,"Wed"
2021-05-13,3235,"Thu"
2021-05-14,4475,"Fri"
2021-05-15,306,"Sat"
2021-05-16,1970,"Sun"
2021-05-17,3249,"Mon"
2021-05-18,2652,"Tue"
2021-05-19,2388,"Wed"
2021-05-20,2985,"Thu"
2021-05-21,2392,"Fri"
2021-05-22,0,NA
2021-05-23,0,NA
2021-05-24,3423,"Mon"
2021-05-25,2666,"Tue"
2021-05-26,3093,"Wed"
2021-05-27,2881,"Thu"
2021-05-28,2752,"Fri"
2021-05-29,0,NA
2021-05-30,0,NA
2021-05-31,1571,"Mon"
2021-06-01,3354,"Tue"
2021-06-02,2583,"Wed"
2021-06-03,2514,"Thu"
2021-06-04,2361,"Fri"
2021-06-05,0,NA
2021-06-06,0,NA
2021-06-07,3765,"Mon"
2021-06-08,2859,"Tue"
2021-06-09,2494,"Wed"
2021-06-10,2890,"Thu"
2021-06-11,2210,"Fri"
2021-06-12,0,NA
2021-06-13,0,NA
2021-06-14,2998,"Mon"
2021-06-15,3038,"Tue"
2021-06-16,2459,"Wed"
2021-06-17,2636,"Thu"
2021-06-18,2782,"Fri"
2021-06-19,233,"Sat"
2021-06-20,273,"Sun"
2021-06-21,3458,"Mon"
2021-06-22,2348,"Tue"
2021-06-23,2223,"Wed"
2021-06-24,2348,"Thu"
2021-06-25,2737,"Fri"
2021-06-26,224,"Sat"
2021-06-27,273,"Sun"
2021-06-28,2905,"Mon"
2021-06-29,2619,"Tue"
2021-06-30,2519,"Wed"
2021-07-01,2909,"Thu"
2021-07-02,2037,"Fri"
2021-07-03,393,"Sat"
2021-07-04,405,"Sun"
2021-07-05,3337,"Mon"
2021-07-06,2505,"Tue"
2021-07-07,2354,"Wed"
2021-07-08,2556,"Thu"
2021-07-09,2862,"Fri"
2021-07-10,65,"Sat"
2021-07-11,0,NA
2021-07-12,2305,"Mon"
2021-07-13,2569,"Tue"
2021-07-14,2201,"Wed"
2021-07-15,2848,"Thu"
2021-07-16,2247,"Fri"
2021-07-17,199,"Sat"
2021-07-18,229,"Sun"
2021-07-19,3014,"Mon"
2021-07-20,2492,"Tue"
2021-07-21,2060,"Wed"
2021-07-22,2721,"Thu"
2021-07-23,2686,"Fri"
2021-07-24,271,"Sat"
2021-07-25,261,"Sun"
2021-07-26,2552,"Mon"
2021-07-27,2620,"Tue"
2021-07-28,2576,"Wed"
2021-07-29,2603,"Thu"
2021-07-30,2535,"Fri"
2021-07-31,280,"Sat"
